stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
O-h2PeR39PI,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Robo Alive Dino Wars Toy by ZURU- Smyths Toys,"Get ready for an epic Dino battle!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/dinosaurs/robo-alive-dino-wars-t-rex-toy-by-zuru/p/197221

https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/dinosaurs/robo-alive-dino-wars-stegosaurus-toy-by-zuru/p/197222

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210804,True
06_OXzp1jh0,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Funny Bunny,"Help the Funny Bunnies reach the succulent carrot at the top of the hill. But be careful, the path is full of holes which suddenly open under the feet of the bunny and 'boom', they disappear! In addition to the holes you must also avoid the obstacles: a mole pushing out of his hole, a drawbridge and a turnstile which all add to the perils. Which little rabbit will do best in this race to reach the carrot.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/family-board-games/funny-bunny/p/159614
Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171102,True
rJkc-PV3my0,Boys/men,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - Aqua Dragons Eggs and Food Blister Pack,The Aqua Dragons backer carded kit allows children to use their own container - a clean jam jar or plastic tub for example - to grow Aqua Dragons at a pocket money price. This product can also be used as a Refill Kit for Underwater World or Illuminated.,20141113,True
_7-8YYf0dMA,Girls/women,Spoken,Children,Feminine,"No, all voices are normal-sounding",Smyths Toys - Luna Petunia 35cm,"Luna Petunia 35cm Doll with sounds

Luna Petunia is ready for anything, whether it’s making a new friend or having incredible adventures in Amazia. This 35cm Luna doll can be moved for play and wears her signature, brightly coloured outfit and even has hair you can brush and style. And when you push on Luna’s magical necklace, you’ll activate sounds from Amazia and some of her special phrases from the show! Just stop, breathe, and believe with Luna Petunia!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/luna-petunia/luna-petunia-35cm-doll-with-sounds/p/160875

Luna Petunia 35cm Plush

When you’re off on your next adventure, this fabulous Luna Petunia plush toy is the perfect friend you will want to take with you for lots of cuddling! Featuring her signature blue hair and standing at approximately 35cm tall, this huggable plush Luna is perfect for reminding you to stop, breathe, and believe.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/luna-petunia/luna-petunia-35cm-plush/p/160881

Browse our Luna Petunia range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/luna-petunia/c/SM06010487

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171124,True
xK9Miif2otY,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,Smyths Toys - SpongeBob SquarePants Pineapple Playset,"The replica of Spongebob's Pineapple house will completely immerse you in Spongebob's life. With a back-pull boat, Spongebob and Gary figures and Spongebob's bed (with a nasty surprise for SpondeBob included), the playset has over 25 pieces to play with! For more visit http://goo.gl/gJn1Mu",20130917,True
ELVHeeDug4U,Girls/women,BOTH spoken and sung,BOTH children and adults,Feminine,"No, all voices are normal-sounding",Cry Babies Dressy- Smyths Toys,"Cry Babies have a new look!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/cry-babies/cry-babies-dressy-lady/p/199425

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/cry-babies/cry-babies-dressy-dotty/p/199424

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/cry-babies/cry-babies-dressy-coney/p/199423

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210716,True
p9TNF9Bv4aw,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Electronic Arcade Pinball Neon Series - Smyths Toys,"Bring the thrills & excitement of the arcade home with the Electronic Arcade Pinball game!

Buy online at https://www.smythstoys.com/ie/en-ie/gift-finder-for-big-kids/electronic-arcade-pinball-neon-series/p/188601

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210623,True
-a9Jmy2fs3I,Mixed,BOTH spoken and sung,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Smyths Toys - Spirograph,"Make your drawings come alive! This exciting set will enable you to view your drawing in a whole new way! Using the 3D glasses and dual colour pen create amazing designs that literally ""pop out"" at you, keeping you entertained for hours

Get it now at http://www.smythstoys.com/uk/en-gb/toys/creativity-music-partyware/c-532/art-sets/p-16500/cool-create-the-original-spirograph-design-set-boxed/",20131010,True
HWp1y2cHrgo,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys -Stretch Scooby,"Bend, stretch and twist! Watch Scooby stretch up to 3 time size and twist as you pull him into all kinds of shapes! Scooby can be stretched up to 32.5cm but he always returns back to his normal shape! Scooby dooby doo!

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/scooby-doo/stretch-scooby/p/153802

See full range here: https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/scooby-doo/c/SM06010114",20170804,True
Se_WPWR0ZMU,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,There are no voices,Playstation VR Mega Pack MK4 - Smyths Toys,"The updated and great-value PlayStation®VR Mega Pack takes you straight to the heart of five thrilling and immersive virtual reality games. This bundle includes everything needed for you to begin your new virtual reality adventures, including the PlayStation®VR headset and a PlayStation®Camera. Just connect to your PS4 or PS4 Pro to begin your VR experience.

Purchase Playstation VR Mega Pack MK4 at Smyths Toys NOW:

https://www.smythstoys.com/video-games-and-tablets/virtual-reality/virtual-reality-devices/playstation-vr-mega-pack-mk4/p/183335

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #vr #playstation #virtualreality #vrbundle #console",20191007,True
e7urnfBBh3M,Mixed,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Little Tikes Fun Zone Pop 'n Splash Surprise Game - Smyths Toys,"Little Tikes Fun Zone Pop 'n Splash Surprise Game is an interactive game with lots of fun! Take turns spinning the wheel which tells you to step on the stomp pad, use the hand pump or rotate the crank. At its peaks the toy launches water and balls high into the air! Pull the red handle down to reset everything for nonstop fun!

Buy online: https://www.smythstoys.com/uk/en-gb/outdoor/garden-games-and-accessories/garden-games/little-tikes-fun-zone-pop-n-splash-surprise-game/p/171296

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190507,True
kFkIC-XjFp0,Girls/women,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Little Live Pets Lil Hamsters- Smyths Toys,"You'll love these cute, soft-flocked hamsters with lifelike sounds & movements!

The hamster house has everything Popmello needs to have a fun time.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/little-live-pets/little-live-pets-lil-hamster-house/p/200135

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/little-live-pets/little-live-pets-lil-hamsters-assortment/p/200134

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210716,True
ta_v_mzbMTg,Girls/women,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,So Slime Tie-Dye Slime Machine - Smyths Toys,"Create your own style with the Tie-Dye Slime Machine!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/arts-crafts-and-music/slime-and-putty/so-slime-tie-dye-slime-machine/p/199421

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210421,True
YrKlq72U0E4,There are no actors/presenters or you can never see their faces,Spoken,Children,Masculine,"No, all voices are normal-sounding",Smyths Toys - ZAK Storm at Smyths Toys Superstores,"It’s a pirate’s life for Zak Storm! Now fans can recreate swashbuckling adventures from Zak Storm with the action figures and playsets.
Zak Storm is the main character of the popular children's tv series Zak Storm: Super Pirate. He is a teenage surfer who was sucked into the Seven Seas of the Bermuda Triangle and is now the captain of The Chaos.

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/zak-storm/c/SM06010175
Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171107,True
hxpeslOcIIA,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Barbie Hair Extensions TV commercial,,20120529,True
8Mm00joqGFs,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Vet Squad: Snowy (Part 1) - Smyths Toys,"The Vet Squad receives a new helicopter but Robin is not the only one who needs to overcome her fear of flying.

Shop all Vet Squad toys here: https://www.smythstoys.com/toys/fashion-and-dolls/vet-squad/c/SM06010434

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #VetSquad",20200924,True
Jj-N2q3MRIc,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Hatchimals CollEGGtibles Cosmic Candy- Smyths Toys,"Start an out of this world collection with the Hatchimals CollEGGtibles Cosmic Candy packs!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/hatchimals-colleggtibles/hatchimals-colleggtibles-pixies-cosmic-candy/p/189352

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/hatchimals-colleggtibles/hatchimals-colleggtibles-cosmic-candy-1-pack/p/189346

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/hatchimals-colleggtibles/hatchimals-colleggtibles-cosmic-candy-multipack-with-4-hatchimals/p/189347

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/hatchimals-colleggtibles/hatchimals-colleggtibles-cosmic-candy-limited-edition-secret-snacks-12-pack-egg-carton/p/189348

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201002,True
